article_id,question,answer
65_1889-05-25_p3_sn82016246_00211106414_1889052501_0125,What brand is on the left side of all sheep?,'iz7'
2_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,Who has forwarded his resignation to the governor?,Circuit court judge Wynn.
3_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,In what state is the majority of the population composed of black individuals living in a condition of peasantry?,Louisiana
5_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,What system has absorbed the Georgia Pacific near completion through the Bessemer and Birmingham Railroad?,The system that has absorbed the Georgia Pacific near completion is the Bessemer and Birmingham Railroad.
6_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,What are the reports mentioned in the context?,The reports mentioned are sensational news reports which exacerbate racial tensions.
7_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,"Who made the announcement regarding the financial situation at the Connecticut Mutual Life Insurance Company in Hartford, Conn.?","Colonel Jacob L. Green, the president of the company, made the announcement."
9_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,What is the main topic of the provided context?,The context discusses various historical and cultural references related to Jewish traditions and European history.
10_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,What is the focus of the government's work concerning the harbor mentioned in the passage?,The government's work is primarily focused on protecting the harbor and ensuring its progression.
12_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,"Who received 20 votes during the Democratic caucus in Charleston, WV on January 21st?",Mr. Kenna received 20 votes during the caucus.
13_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,Who was the individual who passed away at his home in Carrollton last Friday?,L.S. Marshall for the Northern District of Mississippi
14_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,What was the outcome of the local option election in Winona on January 22?,"The local option election passed off quietly, with indications that the prohibitionists have carried the county by a small majority."
16_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,How many votes did Goff receive for the United States senator position?,Goff received 38 votes.
18_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,What property was accepted for the federal building?,The Npenhlef property on the northeast corner of Monroe and Fifth.
19_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,"What did the report examine, ratify, and confirm?","The report examined, ratified, and confirmed warrants, interest coupons, and bonds cancelled."
21_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,What types of ailments can the iihst saiyr iii the world help with?,"Cuts, bruises, sores, ulcers, salt llltenm, fe. yer sores, 1'eiter, ghapped iianila, f.hii. blalnh, corns, skin eruptions, and piles."
23_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,What is the main concern expressed in the text?,"The concern expressed is the issue of securing free and fair voting rights for all citizens, particularly in the south, and the potential manipulation of votes for political gain."
25_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,"What is the significance of the proposition mentioned in the letter from the lion, R. Barksdale?","The proposition is seen as a renewal of sectional agitation in its most malignant form, affecting the hopes of true patriots in both sections."
27_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,How many parties desire to buy a $50 watch in this scenario?,Fifty parties desire to each buy a $50 watch.
28_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,"What was the book mentioned in the context, and why did it garner attention from the press?","The book mentioned was ""Le Pays Par Barcs,"" published five years prior to the context. It attracted attention from the press for being a valuable authority on the race question."
52_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,"Who was the president present at the regular meeting on January 11, 1859?",Nathan Goldstein was the president present at the meeting.
53_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,What was the purpose of the bridge over Bogue Phalia on Road No. Q?,"To lead to Morris Kennedy for $1,000."
55_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,What did Mr. Chandler give notice about today in Washington?,Mr. Chandler gave notice today that he would call up his Louisiana resolution sometime between now and Friday.
69_1889-01-26_p2_sn85034374_00295878010_1889012601_0283,What is the name of the hero in the given context?,The hero is named Col J.
1_1889-11-25_p3_sn82016412_0029455211a_1889112501_0503,How many volumes does the library currently have?,The library consists at the present time of over five thousand volumes.
4_1889-11-25_p3_sn82016412_0029455211a_1889112501_0503,What business did Gideon West buy out in Honolulu?,Mr. W. II. II Page in the Honolulu Carriage Manufactory.
9_1889-11-25_p3_sn82016412_0029455211a_1889112501_0503,Where can individuals who want to communicate with the Portuguese community advertise for business or hiring help?,"In the Rawaaano, the new organ of the Portuguese colony published on Hotel Street."
13_1889-11-25_p3_sn82016412_0029455211a_1889112501_0503,What services does Dr. Rowat offer at the Hawaiian Hotel Stables?,Dr. Rowat offers scientific treatment in all diseases of domestic animals.
14_1889-11-25_p3_sn82016412_0029455211a_1889112501_0503,What was the drop in the price of refined sugar mentioned by Claus Spreckels?,"There was a drop of 1 cent per pound, making the price 8 cents per pound."
45_1889-11-25_p3_sn82016412_0029455211a_1889112501_0503,What types of goods are available for purchase through the agency?,"Piece goods, cashmeres, cambrics, silks, velvets, lawns, chintzes, muslins, carpets, cloths, millinery, laces, gloves, fringes, parasols, haberdashery, gold and silver lace, flannels, feathers, pearls, boots and shoes, glass, and china ware, clocks, watches, jewelry, fancy goods, electroplate, musical instruments, fans, ecclesiastical and optical goods, mirrors, toys, perfumery, wines, oilman's stores, books, artistic furniture, stationery, chrome machinery, etc."
16_1889-11-25_p3_sn82016412_0029455211a_1889112501_0503,How many rooms does the cottage contain?,The cottage contains a total of 4 rooms.
47_1889-11-25_p3_sn82016412_0029455211a_1889112501_0503,What can customers find at the Hawaiian Business Agency located at the corner of Fort and Merchant streets?,"A large assortment of photographs and stereoscopic views of attractive scenery, buildings, etc."
18_1889-11-25_p3_sn82016412_0029455211a_1889112501_0503,How many rooms are in the property on Kekaulike Street?,The property has 1 large room and 2 small rooms.
19_1889-11-25_p3_sn82016412_0029455211a_1889112501_0503,Where will the undersigned open a restaurant and coffee saloon?,The undersigned will open the restaurant and coffee saloon at no. 20 Maunakea Street.
23_1889-11-25_p3_sn82016412_0029455211a_1889112501_0503,"What is the best remedy for treating wounds, ulcers, abscesses, proud flesh, and sores?",The best remedy for these conditions is a solution provided by the Hawaiian Business Agency.
26_1889-11-25_p3_sn82016412_0029455211a_1889112501_0503,What is the name of the property being offered for sale by N. J. Harry J. Agnew in California?,"""Greenfield,"" his present residence at Kapiolani Park."
1_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,Who is the genial and composed man in Washington mentioned in the article?,The genial and composed man in Washington is Rev. Dr. John W. Scott.
2_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,Who was known as the Great Objector of the House before Colonel G.B. Kilgore?,Holman of Indiana was known as the Great Objector before Colonel Kilgore.
3_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,Who was Peter the Great's best counselor and truest friend?,Peter the Great's best counselor and truest friend was a peasant woman he married.
4_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,What color is the dress that Mrs. Harrison will probably wear at the inauguration?,Pearl white brocade with almost solid gold embroidery on the front.
5_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,Who delivered a eulogy on the late Representative Burnes in the Senate galleries yesterday afternoon?,Senator Ingalls.
6_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,What is the common school system that Joseph Chamberlain praised while in Scotland?,The common school system is the glory of the United States.
7_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,Who is the chairman of the committee for Connecticut?,E. W. Whitaker is the chairman of the Connecticut committee.
8_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,Who is likely to give General Dudley a good position under the incoming administration?,Postmaster General Wanamaker is likely to give General Dudley a good position.
9_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,Who is the aged hut confident walker mentioned in the context?,Mr. Lipscomb.
10_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,"What does it mean when someone is described as a ""whole soled fellow""?",It means they invest in worthless mines.
11_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,What did the Washington girl say about calling on the Wanamakers?,She said she was not going to call on the Wanamakers as they are not received in Philadelphia.
12_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,What state was Representative Morrow from?,Representative Morrow was from California.
13_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,Who was the guest of honor at the farewell banquet held in New York last night?,Vice President-elect Levi P. Morton was the guest of honor at the farewell banquet.
15_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,What event was held at the Union League Club in Chicago on Friday evening?,A banquet was held at the Union League Club in Chicago on Friday evening.
16_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,What is likely to prevent his re-nomination?,His weakness is likely to prevent his re-nomination.
17_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,Who were the individuals involved in the altercation on the 18th instant?,Henry McStay and Bart Haslott.
18_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,How many evening papers were there in the United States in 1870?,"According to a recent estimate, there were 275 evening papers in the United States in 1870."
20_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,Who hosted the elegant dinner in honor of Bronson Howard?,Postmaster General Dickinson hosted the dinner.
21_1889-02-26_p1_sn82000189_00211103097_1889022601_0209,Where will mrs. senator payne be staying?,Mrs. Senator Payne will be sojourning at Old Point Comfort.
